NAME_1,NAME_0,GID_1,admin0
Phra Nakhon Si Ayutthaya,Thailand,THA.46_1,THA
Phrae,Thailand,THA.47_1,THA
Phuket,Thailand,THA.48_1,THA
Prachin Buri,Thailand,THA.49_1,THA
Prachuap Khiri Khan,Thailand,THA.50_1,THA
Ranong,Thailand,THA.51_1,THA
Ratchaburi,Thailand,THA.52_1,THA
Rayong,Thailand,THA.53_1,THA
Roi Et,Thailand,THA.54_1,THA
Sa Kaeo,Thailand,THA.55_1,THA
Sakon Nakhon,Thailand,THA.56_1,THA
Samut Prakan,Thailand,THA.57_1,THA
Samut Sakhon,Thailand,THA.58_1,THA
Samut Songkhram,Thailand,THA.59_1,THA
Saraburi,Thailand,THA.60_1,THA
Satun,Thailand,THA.61_1,THA
Si Sa Ket,Thailand,THA.62_1,THA
Sing Buri,Thailand,THA.63_1,THA
Songkhla,Thailand,THA.64_1,THA
Sukhothai,Thailand,THA.65_1,THA
Suphan Buri,Thailand,THA.66_1,THA
Surat Thani,Thailand,THA.67_1,THA
Surin,Thailand,THA.68_1,THA
Tak,Thailand,THA.69_1,THA
Trang,Thailand,THA.70_1,THA
Trat,Thailand,THA.71_1,THA
Ubon Ratchathani,Thailand,THA.72_1,THA
Udon Thani,Thailand,THA.73_1,THA
Uthai Thani,Thailand,THA.74_1,THA
Uttaradit,Thailand,THA.75_1,THA
Yala,Thailand,THA.76_1,THA
Yasothon,Thailand,THA.77_1,THA
Aileu,Timor-Leste,TLS.1_1,TLS
Ainaro,Timor-Leste,TLS.2_1,TLS
Ambeno,Timor-Leste,TLS.3_1,TLS
Baucau,Timor-Leste,TLS.4_1,TLS
Bobonaro,Timor-Leste,TLS.5_1,TLS
Covalima,Timor-Leste,TLS.6_1,TLS
Dili,Timor-Leste,TLS.7_1,TLS
Ermera,Timor-Leste,TLS.8_1,TLS
Lautém,Timor-Leste,TLS.9_1,TLS
Liquiçá,Timor-Leste,TLS.10_1,TLS
Manatuto,Timor-Leste,TLS.11_1,TLS
Manufahi,Timor-Leste,TLS.12_1,TLS
Viqueque,Timor-Leste,TLS.13_1,TLS
Centre,Togo,TGO.1_1,TGO
Kara,Togo,TGO.2_1,TGO
Maritime,Togo,TGO.3_1,TGO
Plateaux,Togo,TGO.4_1,TGO
Savanes,Togo,TGO.5_1,TGO
Anafu,Tokelau,TKL.1_1,TKL
Fakaofo,Tokelau,TKL.2_1,TKL
Nukunonu,Tokelau,TKL.3_1,TKL
'Eua,Tonga,TON.1_1,TON
Ha'apai,Tonga,TON.2_1,TON
Niuas,Tonga,TON.3_1,TON
Tongatapu,Tonga,TON.4_1,TON
Vava'u,Tonga,TON.5_1,TON
Arima,Trinidad and Tobago,TTO.1_1,TTO
Chaguanas,Trinidad and Tobago,TTO.2_1,TTO
Couva-Tabaquite-Talparo,Trinidad and Tobago,TTO.3_1,TTO
Diego Martin,Trinidad and Tobago,TTO.4_1,TTO
Mayaro/Rio Claro,Trinidad and Tobago,TTO.5_1,TTO
Penal-Debe,Trinidad and Tobago,TTO.6_1,TTO
Point Fortin,Trinidad and Tobago,TTO.7_1,TTO
Port of Spain,Trinidad and Tobago,TTO.8_1,TTO
Princes Town,Trinidad and Tobago,TTO.9_1,TTO
San Fernando,Trinidad and Tobago,TTO.10_1,TTO
San Juan-Laventille,Trinidad and Tobago,TTO.11_1,TTO
Sangre Grande,Trinidad and Tobago,TTO.12_1,TTO
Siparia,Trinidad and Tobago,TTO.13_1,TTO
Tobago,Trinidad and Tobago,TTO.14_1,TTO
Tunapuna/Piarco,Trinidad and Tobago,TTO.15_1,TTO
Ariana,Tunisia,TUN.1_1,TUN
Béja,Tunisia,TUN.2_1,TUN
Ben Arous (Tunis Sud),Tunisia,TUN.3_1,TUN
Bizerte,Tunisia,TUN.4_1,TUN
Gabès,Tunisia,TUN.5_1,TUN
Gafsa,Tunisia,TUN.6_1,TUN
Jendouba,Tunisia,TUN.7_1,TUN
Kairouan,Tunisia,TUN.8_1,TUN
Kassérine,Tunisia,TUN.9_1,TUN
Kebili,Tunisia,TUN.10_1,TUN
Le Kef,Tunisia,TUN.11_1,TUN
Mahdia,Tunisia,TUN.12_1,TUN
Manubah,Tunisia,TUN.13_1,TUN
Médenine,Tunisia,TUN.14_1,TUN
Monastir,Tunisia,TUN.15_1,TUN
Nabeul,Tunisia,TUN.16_1,TUN
Sfax,Tunisia,TUN.17_1,TUN
Sidi Bou Zid,Tunisia,TUN.18_1,TUN
Siliana,Tunisia,TUN.19_1,TUN
Sousse,Tunisia,TUN.20_1,TUN
Tataouine,Tunisia,TUN.21_1,TUN
Tozeur,Tunisia,TUN.22_1,TUN
Tunis,Tunisia,TUN.23_1,TUN
Zaghouan,Tunisia,TUN.24_1,TUN
Adana,Turkey,TUR.1_1,TUR
Adiyaman,Turkey,TUR.2_1,TUR
Afyon,Turkey,TUR.3_1,TUR
Agri,Turkey,TUR.4_1,TUR
Aksaray,Turkey,TUR.5_1,TUR
Amasya,Turkey,TUR.6_1,TUR
Ankara,Turkey,TUR.7_1,TUR
Antalya,Turkey,TUR.8_1,TUR
Ardahan,Turkey,TUR.9_1,TUR
Artvin,Turkey,TUR.10_1,TUR
Aydin,Turkey,TUR.11_1,TUR
Balikesir,Turkey,TUR.12_1,TUR
Bartın,Turkey,TUR.13_1,TUR
Batman,Turkey,TUR.14_1,TUR
Bayburt,Turkey,TUR.15_1,TUR
Bilecik,Turkey,TUR.16_1,TUR
Bingöl,Turkey,TUR.17_1,TUR
Bitlis,Turkey,TUR.18_1,TUR
Bolu,Turkey,TUR.19_1,TUR
Burdur,Turkey,TUR.20_1,TUR
Bursa,Turkey,TUR.21_1,TUR
Çanakkale,Turkey,TUR.22_1,TUR
Çankiri,Turkey,TUR.23_1,TUR
Çorum,Turkey,TUR.24_1,TUR
Denizli,Turkey,TUR.25_1,TUR
Diyarbakir,Turkey,TUR.26_1,TUR
Düzce,Turkey,TUR.27_1,TUR
Edirne,Turkey,TUR.28_1,TUR
Elazığ,Turkey,TUR.29_1,TUR
Erzincan,Turkey,TUR.30_1,TUR
Erzurum,Turkey,TUR.31_1,TUR
Eskisehir,Turkey,TUR.32_1,TUR
Gaziantep,Turkey,TUR.33_1,TUR
Giresun,Turkey,TUR.34_1,TUR
Gümüshane,Turkey,TUR.35_1,TUR
Hakkari,Turkey,TUR.36_1,TUR
Hatay,Turkey,TUR.37_1,TUR
Iğdır,Turkey,TUR.38_1,TUR
Isparta,Turkey,TUR.39_1,TUR
Istanbul,Turkey,TUR.40_1,TUR
Izmir,Turkey,TUR.41_1,TUR
K. Maras,Turkey,TUR.42_1,TUR
Karabük,Turkey,TUR.43_1,TUR
Karaman,Turkey,TUR.44_1,TUR
Kars,Turkey,TUR.45_1,TUR
Kastamonu,Turkey,TUR.46_1,TUR
Kayseri,Turkey,TUR.47_1,TUR
Kilis,Turkey,TUR.48_1,TUR
Kinkkale,Turkey,TUR.49_1,TUR
Kirklareli,Turkey,TUR.50_1,TUR
Kirsehir,Turkey,TUR.51_1,TUR
Kocaeli,Turkey,TUR.52_1,TUR
Konya,Turkey,TUR.53_1,TUR
Kütahya,Turkey,TUR.54_1,TUR
Malatya,Turkey,TUR.55_1,TUR
Manisa,Turkey,TUR.56_1,TUR
Mardin,Turkey,TUR.57_1,TUR
Mersin,Turkey,TUR.58_1,TUR
Mugla,Turkey,TUR.59_1,TUR
Mus,Turkey,TUR.60_1,TUR
Nevsehir,Turkey,TUR.61_1,TUR
Nigde,Turkey,TUR.62_1,TUR
Ordu,Turkey,TUR.63_1,TUR
Osmaniye,Turkey,TUR.64_1,TUR
Rize,Turkey,TUR.65_1,TUR
Sakarya,Turkey,TUR.66_1,TUR
Samsun,Turkey,TUR.67_1,TUR
Sanliurfa,Turkey,TUR.68_1,TUR
Siirt,Turkey,TUR.69_1,TUR
Sinop,Turkey,TUR.70_1,TUR
Sirnak,Turkey,TUR.71_1,TUR
Sivas,Turkey,TUR.72_1,TUR
Tekirdag,Turkey,TUR.73_1,TUR
Tokat,Turkey,TUR.74_1,TUR
Trabzon,Turkey,TUR.75_1,TUR
Tunceli,Turkey,TUR.76_1,TUR
Usak,Turkey,TUR.77_1,TUR
Van,Turkey,TUR.78_1,TUR
Yalova,Turkey,TUR.79_1,TUR
Yozgat,Turkey,TUR.80_1,TUR
Zinguldak,Turkey,TUR.81_1,TUR
Ahal,Turkmenistan,TKM.1_1,TKM
Aşgabat,Turkmenistan,TKM.2_1,TKM
Balkan,Turkmenistan,TKM.3_1,TKM
Chardzhou,Turkmenistan,TKM.4_1,TKM
Mary,Turkmenistan,TKM.5_1,TKM
Tashauz,Turkmenistan,TKM.6_1,TKM
Grand Turk,Turks and Caicos Islands,TCA.1_1,TCA
Middle Caicos,Turks and Caicos Islands,TCA.2_1,TCA
North Caicos,Turks and Caicos Islands,TCA.3_1,TCA
Providenciales and West Caicos,Turks and Caicos Islands,TCA.4_1,TCA
Salt Cay,Turks and Caicos Islands,TCA.5_1,TCA
South Caicos and East Caicos,Turks and Caicos Islands,TCA.6_1,TCA
Funafuti,Tuvalu,TUV.1_1,TUV
Nanumanga,Tuvalu,TUV.2_1,TUV
Nanumea,Tuvalu,TUV.3_1,TUV
Niulakita,Tuvalu,TUV.4_1,TUV
Niutao,Tuvalu,TUV.5_1,TUV
Nui,Tuvalu,TUV.6_1,TUV
Nukufetau,Tuvalu,TUV.7_1,TUV
Nukulaelae,Tuvalu,TUV.8_1,TUV
Vaitupu,Tuvalu,TUV.9_1,TUV
Adjumani,Uganda,UGA.1_1,UGA
Apac,Uganda,UGA.2_1,UGA
Arua,Uganda,UGA.3_1,UGA
Bugiri,Uganda,UGA.4_1,UGA
Bundibugyo,Uganda,UGA.5_1,UGA
Bushenyi,Uganda,UGA.6_1,UGA
Busia,Uganda,UGA.7_1,UGA
Gulu,Uganda,UGA.8_1,UGA
Hoima,Uganda,UGA.9_1,UGA
Iganga,Uganda,UGA.10_1,UGA
Jinja,Uganda,UGA.11_1,UGA
Kabale,Uganda,UGA.12_1,UGA
Kabarole,Uganda,UGA.13_1,UGA
Kaberamaido,Uganda,UGA.14_1,UGA
Kalangala,Uganda,UGA.15_1,UGA
Kampala,Uganda,UGA.16_1,UGA
Kamuli,Uganda,UGA.17_1,UGA
Kamwenge,Uganda,UGA.18_1,UGA
Kanungu,Uganda,UGA.19_1,UGA
Kapchorwa,Uganda,UGA.20_1,UGA
Kasese,Uganda,UGA.21_1,UGA
Katakwi,Uganda,UGA.22_1,UGA
Kayunga,Uganda,UGA.23_1,UGA
Kibale,Uganda,UGA.24_1,UGA
Kiboga,Uganda,UGA.25_1,UGA
Kisoro,Uganda,UGA.26_1,UGA
Kitgum,Uganda,UGA.27_1,UGA
Kotido,Uganda,UGA.28_1,UGA
Kumi,Uganda,UGA.29_1,UGA
Kyenjojo,Uganda,UGA.30_1,UGA
Lake Albert,Uganda,UGA.31_1,UGA
Lake Victoria,Uganda,UGA.32_1,UGA
Lira,Uganda,UGA.33_1,UGA
Luwero,Uganda,UGA.34_1,UGA
Masaka,Uganda,UGA.35_1,UGA
Masindi,Uganda,UGA.36_1,UGA
Mayuge,Uganda,UGA.37_1,UGA
Mbale,Uganda,UGA.38_1,UGA
Mbarara,Uganda,UGA.39_1,UGA
Moroto,Uganda,UGA.40_1,UGA
Moyo,Uganda,UGA.41_1,UGA
Mpigi,Uganda,UGA.42_1,UGA
Mubende,Uganda,UGA.43_1,UGA
Mukono,Uganda,UGA.44_1,UGA
Nakapiripirit,Uganda,UGA.45_1,UGA
Nakasongola,Uganda,UGA.46_1,UGA
Nebbi,Uganda,UGA.47_1,UGA
Ntungamo,Uganda,UGA.48_1,UGA
Pader,Uganda,UGA.49_1,UGA
Pallisa,Uganda,UGA.50_1,UGA
Rakai,Uganda,UGA.51_1,UGA
Rukungiri,Uganda,UGA.52_1,UGA
Sembabule,Uganda,UGA.53_1,UGA
Sironko,Uganda,UGA.54_1,UGA
Soroti,Uganda,UGA.55_1,UGA
Tororo,Uganda,UGA.56_1,UGA
Wakiso,Uganda,UGA.57_1,UGA
Yumbe,Uganda,UGA.58_1,UGA
Cherkasy,Ukraine,UKR.1_1,UKR
Chernihiv,Ukraine,UKR.2_1,UKR
Chernivtsi,Ukraine,UKR.3_1,UKR
Crimea,Ukraine,UKR.4_1,UKR
Dnipropetrovs'k,Ukraine,UKR.5_1,UKR
Donets'k,Ukraine,UKR.6_1,UKR
Ivano-Frankivs'k,Ukraine,UKR.7_1,UKR
Kharkiv,Ukraine,UKR.8_1,UKR
Kherson,Ukraine,UKR.9_1,UKR
Khmel'nyts'kyy,Ukraine,UKR.10_1,UKR
Kiev City,Ukraine,UKR.11_1,UKR
Kiev,Ukraine,UKR.12_1,UKR
Kirovohrad,Ukraine,UKR.13_1,UKR
L'viv,Ukraine,UKR.14_1,UKR
Luhans'k,Ukraine,UKR.15_1,UKR
Mykolayiv,Ukraine,UKR.16_1,UKR
Odessa,Ukraine,UKR.17_1,UKR
Poltava,Ukraine,UKR.18_1,UKR
Rivne,Ukraine,UKR.19_1,UKR
Sevastopol',Ukraine,UKR.20_1,UKR
Sumy,Ukraine,UKR.21_1,UKR
Ternopil',Ukraine,UKR.22_1,UKR
Transcarpathia,Ukraine,UKR.23_1,UKR
Vinnytsya,Ukraine,UKR.24_1,UKR
Volyn,Ukraine,UKR.25_1,UKR
Zaporizhzhya,Ukraine,UKR.26_1,UKR
Zhytomyr,Ukraine,UKR.27_1,UKR
Abu Dhabi,United Arab Emirates,ARE.1_1,ARE
Ajman,United Arab Emirates,ARE.2_1,ARE
Dubai,United Arab Emirates,ARE.3_1,ARE
Fujairah,United Arab Emirates,ARE.4_1,ARE
Ras Al-Khaimah,United Arab Emirates,ARE.5_1,ARE
Sharjah,United Arab Emirates,ARE.6_1,ARE
Umm al-Qaywayn,United Arab Emirates,ARE.7_1,ARE
England,United Kingdom,GBR.1_1,GBR
Northern Ireland,United Kingdom,GBR.2_1,GBR
Scotland,United Kingdom,GBR.3_1,GBR
Wales,United Kingdom,GBR.4_1,GBR
Baker,United States Minor Outlying Islands,UMI.1_1,UMI
Howland,United States Minor Outlying Islands,UMI.2_1,UMI
Jarvis island,United States Minor Outlying Islands,UMI.3_1,UMI
Johnston,United States Minor Outlying Islands,UMI.4_1,UMI
Kingman Reef,United States Minor Outlying Islands,UMI.5_1,UMI
Midway,United States Minor Outlying Islands,UMI.6_1,UMI
Navassa,United States Minor Outlying Islands,UMI.7_1,UMI
Palmyra,United States Minor Outlying Islands,UMI.8_1,UMI
Wake,United States Minor Outlying Islands,UMI.9_1,UMI
Alabama,United States,USA.1_1,USA
Alaska,United States,USA.2_1,USA
Arizona,United States,USA.3_1,USA
Arkansas,United States,USA.4_1,USA
California,United States,USA.5_1,USA
Colorado,United States,USA.6_1,USA
Connecticut,United States,USA.7_1,USA
Delaware,United States,USA.8_1,USA
District of Columbia,United States,USA.9_1,USA
Florida,United States,USA.10_1,USA
Georgia,United States,USA.11_1,USA
Hawaii,United States,USA.12_1,USA
Idaho,United States,USA.13_1,USA
Illinois,United States,USA.14_1,USA
Indiana,United States,USA.15_1,USA
Iowa,United States,USA.16_1,USA
Kansas,United States,USA.17_1,USA
Kentucky,United States,USA.18_1,USA
Louisiana,United States,USA.19_1,USA
Maine,United States,USA.20_1,USA
Maryland,United States,USA.21_1,USA
Massachusetts,United States,USA.22_1,USA
Michigan,United States,USA.23_1,USA
Minnesota,United States,USA.24_1,USA
Mississippi,United States,USA.25_1,USA
Missouri,United States,USA.26_1,USA
Montana,United States,USA.27_1,USA
Nebraska,United States,USA.28_1,USA
Nevada,United States,USA.29_1,USA
New Hampshire,United States,USA.30_1,USA
New Jersey,United States,USA.31_1,USA
New Mexico,United States,USA.32_1,USA
New York,United States,USA.33_1,USA
North Carolina,United States,USA.34_1,USA
North Dakota,United States,USA.35_1,USA
Ohio,United States,USA.36_1,USA
Oklahoma,United States,USA.37_1,USA
Oregon,United States,USA.38_1,USA
Pennsylvania,United States,USA.39_1,USA
Rhode Island,United States,USA.40_1,USA
South Carolina,United States,USA.41_1,USA
South Dakota,United States,USA.42_1,USA
Tennessee,United States,USA.43_1,USA
Texas,United States,USA.44_1,USA
Utah,United States,USA.45_1,USA
Vermont,United States,USA.46_1,USA
Virginia,United States,USA.47_1,USA
Washington,United States,USA.48_1,USA
West Virginia,United States,USA.49_1,USA
Wisconsin,United States,USA.50_1,USA
Wyoming,United States,USA.51_1,USA
Artigas,Uruguay,URY.1_1,URY
Canelones,Uruguay,URY.2_1,URY
Cerro Largo,Uruguay,URY.3_1,URY
Colonia,Uruguay,URY.4_1,URY
Durazno,Uruguay,URY.5_1,URY
Flores,Uruguay,URY.6_1,URY
Florida,Uruguay,URY.7_1,URY
Lavalleja,Uruguay,URY.8_1,URY
Maldonado,Uruguay,URY.9_1,URY
Montevideo,Uruguay,URY.10_1,URY
Paysandú,Uruguay,URY.11_1,URY
Río Negro,Uruguay,URY.12_1,URY
Rivera,Uruguay,URY.13_1,URY
Rocha,Uruguay,URY.14_1,URY
Salto,Uruguay,URY.15_1,URY
San José,Uruguay,URY.16_1,URY
Soriano,Uruguay,URY.17_1,URY
Tacuarembó,Uruguay,URY.18_1,URY
Treinta y Tres,Uruguay,URY.19_1,URY
Andijon,Uzbekistan,UZB.1_1,UZB
Bukhoro,Uzbekistan,UZB.2_1,UZB
Ferghana,Uzbekistan,UZB.3_1,UZB
Jizzakh,Uzbekistan,UZB.4_1,UZB
Karakalpakstan,Uzbekistan,UZB.5_1,UZB
Kashkadarya,Uzbekistan,UZB.6_1,UZB
Khorezm,Uzbekistan,UZB.7_1,UZB
Namangan,Uzbekistan,UZB.8_1,UZB
Navoi,Uzbekistan,UZB.9_1,UZB
Samarkand,Uzbekistan,UZB.10_1,UZB
Sirdaryo,Uzbekistan,UZB.11_1,UZB
Surkhandarya,Uzbekistan,UZB.12_1,UZB
Tashkent City,Uzbekistan,UZB.13_1,UZB
Tashkent,Uzbekistan,UZB.14_1,UZB
Malampa,Vanuatu,VUT.1_1,VUT
Penama,Vanuatu,VUT.2_1,VUT
Sanma,Vanuatu,VUT.3_1,VUT
Shefa,Vanuatu,VUT.4_1,VUT
Tafea,Vanuatu,VUT.5_1,VUT
Torba,Vanuatu,VUT.6_1,VUT
Amazonas,Venezuela,VEN.1_1,VEN
Anzoátegui,Venezuela,VEN.2_1,VEN
Apure,Venezuela,VEN.3_1,VEN
Aragua,Venezuela,VEN.4_1,VEN
Barinas,Venezuela,VEN.5_1,VEN
Bolívar,Venezuela,VEN.6_1,VEN
Carabobo,Venezuela,VEN.7_1,VEN
Cojedes,Venezuela,VEN.8_1,VEN
Delta Amacuro,Venezuela,VEN.9_1,VEN
Dependencias Federales,Venezuela,VEN.10_1,VEN
Distrito Capital,Venezuela,VEN.11_1,VEN
Falcón,Venezuela,VEN.12_1,VEN
Guárico,Venezuela,VEN.13_1,VEN
Lara,Venezuela,VEN.14_1,VEN
Mérida,Venezuela,VEN.15_1,VEN
Miranda,Venezuela,VEN.16_1,VEN
Monagas,Venezuela,VEN.17_1,VEN
Nueva Esparta,Venezuela,VEN.18_1,VEN
Portuguesa,Venezuela,VEN.19_1,VEN
Sucre,Venezuela,VEN.20_1,VEN
Táchira,Venezuela,VEN.21_1,VEN
Trujillo,Venezuela,VEN.22_1,VEN
Vargas,Venezuela,VEN.23_1,VEN
Yaracuy,Venezuela,VEN.24_1,VEN
Zulia,Venezuela,VEN.25_1,VEN
An Giang,Vietnam,VNM.1_1,VNM
Bạc Liêu,Vietnam,VNM.2_1,VNM
Bắc Giang,Vietnam,VNM.3_1,VNM
Bắc Kạn,Vietnam,VNM.4_1,VNM
Bắc Ninh,Vietnam,VNM.5_1,VNM
Bến Tre,Vietnam,VNM.6_1,VNM
Bà Rịa - Vũng Tàu,Vietnam,VNM.7_1,VNM
Bình Định,Vietnam,VNM.8_1,VNM
Bình Dương,Vietnam,VNM.9_1,VNM
Bình Phước,Vietnam,VNM.10_1,VNM
Bình Thuận,Vietnam,VNM.11_1,VNM
Cần Thơ,Vietnam,VNM.12_1,VNM
Cà Mau,Vietnam,VNM.13_1,VNM
Cao Bằng,Vietnam,VNM.14_1,VNM
Đắk Lắk,Vietnam,VNM.15_1,VNM
Đắk Nông,Vietnam,VNM.16_1,VNM
Đồng Nai,Vietnam,VNM.17_1,VNM
Đồng Tháp,Vietnam,VNM.18_1,VNM
Đà Nẵng,Vietnam,VNM.19_1,VNM
Điện Biên,Vietnam,VNM.20_1,VNM
Gia Lai,Vietnam,VNM.21_1,VNM
Hải Dương,Vietnam,VNM.22_1,VNM
Hải Phòng,Vietnam,VNM.23_1,VNM
Hậu Giang,Vietnam,VNM.24_1,VNM
Hồ Chí Minh,Vietnam,VNM.25_1,VNM
Hà Giang,Vietnam,VNM.26_1,VNM
Hà Nội,Vietnam,VNM.27_1,VNM
Hà Nam,Vietnam,VNM.28_1,VNM
Hà Tĩnh,Vietnam,VNM.29_1,VNM
Hoà Bình,Vietnam,VNM.30_1,VNM
Hưng Yên,Vietnam,VNM.31_1,VNM
Khánh Hòa,Vietnam,VNM.32_1,VNM
Kiên Giang,Vietnam,VNM.33_1,VNM
Kon Tum,Vietnam,VNM.34_1,VNM
Lạng Sơn,Vietnam,VNM.35_1,VNM
Lai Châu,Vietnam,VNM.36_1,VNM
Lâm Đồng,Vietnam,VNM.37_1,VNM
Lào Cai,Vietnam,VNM.38_1,VNM
Long An,Vietnam,VNM.39_1,VNM
Nam Định,Vietnam,VNM.40_1,VNM
Nghệ An,Vietnam,VNM.41_1,VNM
Ninh Bình,Vietnam,VNM.42_1,VNM
Ninh Thuận,Vietnam,VNM.43_1,VNM
Phú Thọ,Vietnam,VNM.44_1,VNM
Phú Yên,Vietnam,VNM.45_1,VNM
Quảng Bình,Vietnam,VNM.46_1,VNM
Quảng Nam,Vietnam,VNM.47_1,VNM
Quảng Ngãi,Vietnam,VNM.48_1,VNM
Quảng Ninh,Vietnam,VNM.49_1,VNM
Quảng Trị,Vietnam,VNM.50_1,VNM
Sóc Trăng,Vietnam,VNM.51_1,VNM
Sơn La,Vietnam,VNM.52_1,VNM
Tây Ninh,Vietnam,VNM.53_1,VNM
Thừa Thiên Huế,Vietnam,VNM.54_1,VNM
Thái Bình,Vietnam,VNM.55_1,VNM
Thái Nguyên,Vietnam,VNM.56_1,VNM
Thanh Hóa,Vietnam,VNM.57_1,VNM
Tiền Giang,Vietnam,VNM.58_1,VNM
Trà Vinh,Vietnam,VNM.59_1,VNM
Tuyên Quang,Vietnam,VNM.60_1,VNM
Vĩnh Long,Vietnam,VNM.61_1,VNM
Vĩnh Phúc,Vietnam,VNM.62_1,VNM
Yên Bái,Vietnam,VNM.63_1,VNM
Saint Croix,"Virgin Islands, U.S.",VIR.1_1,VIR
Saint John,"Virgin Islands, U.S.",VIR.2_1,VIR
Saint Thomas,"Virgin Islands, U.S.",VIR.3_1,VIR
Alo,Wallis and Futuna,WLF.1_1,WLF
Singave,Wallis and Futuna,WLF.2_1,WLF
Uvéa,Wallis and Futuna,WLF.3_1,WLF
Boujdour,Western Sahara,ESH.1_1,ESH
Es Semara,Western Sahara,ESH.2_1,ESH
Laayoune,Western Sahara,ESH.3_1,ESH
Oued el Dahab,Western Sahara,ESH.4_1,ESH
`Adan,Yemen,YEM.1_1,YEM
Abyan,Yemen,YEM.2_1,YEM
Al Bayda',Yemen,YEM.3_1,YEM
Al Dali',Yemen,YEM.4_1,YEM
Al Hudaydah,Yemen,YEM.5_1,YEM
Al Jawf,Yemen,YEM.6_1,YEM
Al Mahrah,Yemen,YEM.7_1,YEM
Al Mahwit,Yemen,YEM.8_1,YEM
Amanat Al Asimah,Yemen,YEM.9_1,YEM
Amran,Yemen,YEM.10_1,YEM
Dhamar,Yemen,YEM.11_1,YEM
Hadramawt,Yemen,YEM.12_1,YEM
Hajjah,Yemen,YEM.13_1,YEM
Ibb,Yemen,YEM.14_1,YEM
Lahij,Yemen,YEM.15_1,YEM
Ma'rib,Yemen,YEM.16_1,YEM
Raymah,Yemen,YEM.17_1,YEM
Sa`dah,Yemen,YEM.18_1,YEM
San`a',Yemen,YEM.19_1,YEM
Shabwah,Yemen,YEM.20_1,YEM
Ta`izz,Yemen,YEM.21_1,YEM
Central,Zambia,ZMB.1_1,ZMB
Copperbelt,Zambia,ZMB.2_1,ZMB
Eastern,Zambia,ZMB.3_1,ZMB
Luapula,Zambia,ZMB.4_1,ZMB
Lusaka,Zambia,ZMB.5_1,ZMB
Muchinga,Zambia,ZMB.6_1,ZMB
North-Western,Zambia,ZMB.7_1,ZMB
Northern,Zambia,ZMB.8_1,ZMB
Southern,Zambia,ZMB.9_1,ZMB
Western,Zambia,ZMB.10_1,ZMB
Bulawayo,Zimbabwe,ZWE.1_1,ZWE
Harare,Zimbabwe,ZWE.2_1,ZWE
Manicaland,Zimbabwe,ZWE.3_1,ZWE
Mashonaland Central,Zimbabwe,ZWE.4_1,ZWE
Mashonaland East,Zimbabwe,ZWE.5_1,ZWE
Mashonaland West,Zimbabwe,ZWE.6_1,ZWE
Masvingo,Zimbabwe,ZWE.7_1,ZWE
Matabeleland North,Zimbabwe,ZWE.8_1,ZWE
Matabeleland South,Zimbabwe,ZWE.9_1,ZWE
Midlands,Zimbabwe,ZWE.10_1,ZWE
